major,Semester,Year,degree,university,top,G-V,G-Q,G-A,gpa-norm,toefl,acceptance
Econ,Fall,2015,MS,University of Texas Austin,,,,,,,AD
CS,Fall,2015,PhD,University of Texas Austin,,,,,,,Rej
EE,Fall,2012,PhD,University of Texas Austin,,0.95,0.9,4,0.975,108,AD
EE,Fall,2012,PhD,University of Texas Austin,,0.825,0.9,4,,110,AD
Other,Fall,2012,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2012,PhD,University of Texas Austin,,,,,,,Rej
Other,Fall,2012,MS,University of Texas Austin,,0.95,0.675,3,,105,AD
Stat/Biostat,Fall,2012,MS,University of Texas Austin,30/211,0.475,0.9,3,,101,Rej
IEOR,Fall,2012,MS,University of Texas Austin,,,,,0.975,,AD
CS,Fall,2012,MS,University of Texas Austin,,,,,0.95,,AD
Mech,Fall,2012,PhD,University of Texas Austin,15/211,0.875,0.6,0,,99,Rej
Chem,Fall,2012,PhD,University of Texas Austin,,,,,,,AD
Edu,Fall,2012,PhD,University of Texas Austin,30/211,0.825,0.55,0,,92,Rej
Mech,Spring,2012,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2015,PhD,University of Texas Austin,30/211,0.675,1,3.5,0.75,109,AD
CS,Fall,2015,PhD,University of Texas Austin,30/211,0.675,1,3.5,0.75,109,Rej
CS,Fall,2015,PhD,University of Texas Austin,,,,,0.766666667,,Rej
EE,Fall,2015,MS,University of Texas Austin,,0.6,1,3,,102,AD
ECE,Fall,2015,MS,University of Texas Austin,30/211,,,,,,AD
IEOR,Fall,2015,MS,University of Texas Austin,15/211,0.7,1,3,0.925,102,Rej
MIS/DataScience,Fall,2015,MS,University of Texas Austin,30/211,0.625,0.95,3,0.875,101,AD
EE,Fall,2015,MS,University of Texas Austin,,,,,,,AD
Stat/Biostat,Fall,2015,MS,University of Texas Austin,15/211,0.55,1,3.5,0.95,106,Rej
Mech,Fall,2015,MS,University of Texas Austin,,0.7625,0.7625,3,,102,Rej
Mech,Fall,2015,MS,University of Texas Austin,,0.775,0.775,3,0.7875,97,Rej
Mech,Fall,2015,MS,University of Texas Austin,,,,,0.95,,Rej
Other,Fall,2015,PhD,University of Texas Austin,,,,,0.15,,AD
EE,Fall,2015,MS,University of Texas Austin,,,,,0.875,,AD
CS,Fall,2014,MS,University of Texas Austin,,0.6,1,3.5,0.85,104,Rej
CS,Fall,2014,MS,University of Texas Austin,,,,,0.95,,Rej
CS,Fall,2014,MS,University of Texas Austin,15/211,0.65,0.875,3,0.9,104,Rej
CS,Fall,2014,PhD,University of Texas Austin,,,,,,,AD
CS,Fall,2014,MS,University of Texas Austin,30/211,,,,,,AD
EE,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
Math,Fall,2014,PhD,University of Texas Austin,15/211,0.65,0.925,3,,103,Rej
EE,Fall,2014,PhD,University of Texas Austin,30/211,0.725,1,3.5,0.925,111,AD
EE,Fall,2014,MS,University of Texas Austin,,,,,0.95,,Rej
CS,Fall,2014,PhD,University of Texas Austin,30/211,0.6625,0.6625,3.5,0.975,98,Rej
CS,Fall,2014,MS,University of Texas Austin,,,,,,,AD
ECE,Fall,2014,MS,University of Texas Austin,,,,,0.91,,AD
MIS/DataScience,Fall,2014,MS,University of Texas Austin,30/211,0.75,0.75,6,,108,AD
MIS/DataScience,Fall,2014,MS,University of Texas Austin,15/211,0.75,0.75,5,0.825,105,Rej
Mech,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
Mech,Fall,2014,MS,University of Texas Austin,,,,,0.95,,Rej
MIS/DataScience,Fall,2014,MS,University of Texas Austin,30/211,0.5,0.825,3,0.783333333,97,AD
Stat/Biostat,Fall,2014,PhD,University of Texas Austin,30/211,,,,,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,0.925,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,0.975,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,0.625,1,3,0.9,100,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,15/211,,,,0.75,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,0.825,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,0.875,,Rej
IEOR,Fall,2014,MS,University of Texas Austin,,,,,1,,AD
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,0.875,,AD
CS,Fall,2013,MS,University of Texas Austin,30/211,0.625,0.85,3,0.766666667,92,Rej
Other,Fall,2013,MS,University of Texas Austin,,,,,0.8125,,Rej
EE,Fall,2013,PhD,University of Texas Austin,,,,,0.9,,AD
EE,Fall,2013,MS,University of Texas Austin,30/211,,,,,,AD
EE,Fall,2013,MS,University of Texas Austin,,0.75,0.75,3,0.95,104,Rej
EE,Fall,2013,MS,University of Texas Austin,,0.575,0.95,3,1,106,Rej
EE,Fall,2013,MS,University of Texas Austin,,0.975,0.725,0,,,Rej
Physics,Fall,2013,MS,University of Texas Austin,15/211,0.55,1,3.5,0.975,107,Rej
EE,Fall,2013,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2013,MS,University of Texas Austin,,0.5,1,3,0.8125,101,Rej
EE,Fall,2013,MS,University of Texas Austin,,,,,,,Rej
CS,Fall,2013,PhD,University of Texas Austin,,,,,,,Rej
CS,Fall,2013,PhD,University of Texas Austin,,0.65,0.9,3,,101,AD
Civil,Fall,2013,MS,University of Texas Austin,,,,,,,Rej
Stat/Biostat,Fall,2013,MS,University of Texas Austin,30/211,0.525,0.95,3.5,0.875,102,Rej
EE,Fall,2013,MS,University of Texas Austin,,,,,,,AD
Other,Fall,2013,MS,University of Texas Austin,,,,,0.875,,Rej
Mech,Fall,2013,PhD,University of Texas Austin,,,,,,,Rej
MIS/DataScience,Fall,2013,MS,University of Texas Austin,,0.55,0.9,3.5,0.9,101,AD
CS,Fall,2013,MS,University of Texas Austin,,,,,,,AD
Mech,Fall,2013,MS,University of Texas Austin,,0.95,0.9,3,0.75,101,Rej
CS,Fall,2013,MS,University of Texas Austin,,,,,,,AD
MIS/DataScience,Fall,2016,MS,University of Texas Austin,15/211,0.45,0.875,3,0.85,101,AD
EE,Fall,2016,MS,University of Texas Austin,30/211,0.875,0.875,3,,103,AD
MIS/DataScience,Fall,2016,MS,University of Texas Austin,,,,,,,AD
MIS/DataScience,Fall,2016,MS,University of Texas Austin,30/211,0.7625,0.7625,3.5,,98,AD
MIS/DataScience,Fall,2016,MS,University of Texas Austin,,,,,,,AD
Stat/Biostat,Fall,2013,MS,University of Texas Austin,,,,,0.866666667,,Rej
Mech,Fall,2013,PhD,University of Texas Austin,,,,,,,AD
IEOR,Fall,2013,MS,University of Texas Austin,,,,,,,AD
CS,Fall,2013,PhD,University of Texas Austin,,,,,,,AD
Chem,Fall,2013,PhD,University of Texas Austin,,0.675,0.975,4,,106,Rej
CS,Fall,2012,MS,University of Texas Austin,,,,,,,Rej
,Fall,2012,MS,University of Texas Austin,30/211,,,,,,Rej
EE,Fall,2012,MS,University of Texas Austin,,,,,0.925,,Rej
Civil,Fall,2012,,University of Texas Austin,,0.975,0.9,3,0.95,102,
EE,Fall,2012,MS,University of Texas Austin,30/211,0.875,0.625,3,,103,Rej
EE,Fall,2012,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2012,MS,University of Texas Austin,30/211,0.9,0.625,4,0.875,106,Rej
EE,Fall,2012,MS,University of Texas Austin,,,,,0.875,,Rej
EE,Fall,2012,MS,University of Texas Austin,15/211,0.875,0.625,3.5,,104,Rej
EE,Fall,2012,MS,University of Texas Austin,,0.925,0.625,4,0.8,105,Rej
EE,Fall,2012,MS,University of Texas Austin,,0.8,0.525,3,0.95,101,Rej
EE,Fall,2012,MS,University of Texas Austin,15/211,0.7,0.9,5.5,0.4,104,Rej
EE,Fall,2012,MS,University of Texas Austin,,0.775,0.9,3.5,0.95,104,Rej
CS,Fall,2012,MS,University of Texas Austin,,,,,0.9,103,Rej
EE,Fall,2012,MS,University of Texas Austin,15/211,0.975,0.7,0,,103,Rej
EE,Fall,2012,MS,University of Texas Austin,,,,,,,Rej
Mech,Spring,2015,MS,University of Texas Austin,15/211,,,,,,Rej
Mech,Spring,2015,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2014,MS,University of Texas Austin,15/211,0.7375,0.7375,2.5,0.875,94,Rej
EE,Fall,2014,MS,University of Texas Austin,30/211,0.55,1,3,0.93,101,Rej
EE,Fall,2014,PhD,University of Texas Austin,15/211,,,,,,Rej
Stat/Biostat,Fall,2014,MS,University of Texas Austin,15/211,,,,,,AD
EE,Fall,2014,PhD,University of Texas Austin,30/211,0.6375,0.6375,3,0.9,108,Rej
EE,Fall,2014,MS,University of Texas Austin,,,,,0.9,,Rej
EE,Fall,2014,PhD,University of Texas Austin,,0.65,0.925,3,0.9,100,AD
ECE,Fall,2014,PhD,University of Texas Austin,,,,,0.1,,AD
CS,Fall,2014,MS,University of Texas Austin,30/211,,,,,,Rej
CS,Fall,2014,MS,University of Texas Austin,,,,,,,AD
Mech,Fall,2014,MS,University of Texas Austin,,0.5,1,3.5,0.8375,101,Rej
EE,Fall,2014,MS,University of Texas Austin,,0.575,0.95,3,0.88,103,Rej
EE,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2014,MS,University of Texas Austin,15/211,0.55,1,3,0.92,104,Rej
CS,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
Civil,Fall,2014,PhD,University of Texas Austin,,,,,,,AD
CS,Fall,2014,MS,University of Texas Austin,30/211,0.7375,0.7375,3.5,0.783333333,111,Rej
EE,Fall,2016,MS,University of Texas Austin,,0.575,1,3,0.925,105,Rej
EE,Fall,2016,PhD,University of Texas Austin,15/211,,,,,,Rej
IEOR,Fall,2016,MS,University of Texas Austin,,,,,,,AD
EE,Fall,2016,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2016,MS,University of Texas Austin,,0.775,0.775,3.5,0.8,105,Rej
CS,Fall,2016,MS,University of Texas Austin,,,,,0.1,,AD
EE,Fall,2016,PhD,University of Texas Austin,,,,,,,AD
CS,Fall,2016,MS,University of Texas Austin,,,,,,,Rej
CS,Fall,2016,MS,University of Texas Austin,15/211,0.45,0.875,3,0.85,101,Rej
CS,Fall,2009,MS,University of Texas Austin,,,,,0.85,,Rej
CS,Fall,2016,MS,University of Texas Austin,,,,,0.95,,Rej
CS,Fall,2016,MS,University of Texas Austin,,,,,0.95,,Rej
CS,Fall,2016,MS,University of Texas Austin,,0.625,0.625,4,0.825,80,Rej
EE,Fall,2012,MS,University of Texas Austin,15/211,0.65,1,3.5,,108,AD
EE,Fall,2016,MS,University of Texas Austin,30/211,0.55,1,3,0.95,95,Rej
EE,Fall,2016,MS,University of Texas Austin,,,,,0.9,,Rej
EE,Fall,2016,PhD,University of Texas Austin,,,,,,,AD
Mech,Fall,2016,MS,University of Texas Austin,,,,,0.883333333,,AD
MIS/DataScience,Fall,2016,MS,University of Texas Austin,,,,,0.9,,AD
EE,Fall,2016,PhD,University of Texas Austin,,,,,,,AD
EE,Fall,2016,PhD,University of Texas Austin,,,,,0.975,,AD
EE,Fall,2016,MS,University of Texas Austin,30/211,0.55,0.95,3,0.975,99,Rej
Civil,Fall,2016,,University of Texas Austin,,0.775,1,3,0.95,108,
Financial,Spring,2016,MS,University of Texas Austin,30/211,0.675,1,3,0.975,106,Rej
CS,Fall,2016,PhD,University of Texas Austin,,,,,,,AD
Chem,Fall,2013,PhD,University of Texas Austin,,,,,,,Rej
Earth/Geo,Fall,2015,PhD,University of Texas Austin,,,,,0.875,,Rej
EE,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
CS,Fall,2012,PhD,University of Texas Austin,,,,,0.875,,Rej
CS,Fall,2014,MS,University of Texas Austin,,,,,,,Rej
EE,Fall,2013,MS,University of Texas Austin,,,,,0.95,,Rej
CS,Fall,2014,PhD,University of Texas Austin,,,,,0.025,,Rej
CS,Fall,2014,MS,University of Texas Austin,,0.5,1,3.5,,105,Rej
EE,Fall,2016,,University of Texas Austin,,0.75,1,3,0.95,105,
Physics,Fall,2015,PhD,University of Texas Austin,15/211,0.675,1,3.5,,98,AD
Stat/Biostat,Fall,2014,MS,University of Texas Austin,,,,,,,AD
IEOR,Fall,2015,MS,University of Texas Austin,15/211,,,,,,AD
IEOR,Fall,2015,MS,University of Texas Austin,,,,,,,AD
CS,Fall,2013,MS,University of Texas Austinb,,,,,0.975,,AD
CS,Fall,2013,PhD,University of Texas Austinh,,,,,0.87,,AD
Physics,Fall,2012,PhD,University of Texas Austinh,15/211,0.775,0.5,3,0.8375,90,Rej
EE,Fall,2015,PhD,University of Texas Austinh,,,,,0.975,,AD
MIS/DataScience,Fall,2015,PhD,University of Texas Austinh,,,,,0.925,,AD
CS,Fall,2016,MS,University of Texas Austinh,,,,,0.925,,Rej
CS,Fall,2014,PhD,University of Texas Austinh,15/211,0.475,0.95,3,0.9,103,AD
CS,Fall,2013,PhD,University of Texas Austinh,,,,,0.9,,AD
CS,Fall,2015,MS,University of Texas Austinh,15/211,0.7,0.95,3,0.875,108,Rej
Bio,Fall,2012,MS,University of Texas Austinh,15/211,0.65,0.9,3.5,0.875,94,Rej
CS,Fall,2014,MS,University of Texas Austinh,30/211,0.6375,0.6375,3,0.85,92,AD
Civil,Fall,2015,PhD,University of Texas Austinh,,,,,0.85,,AD
CS,Fall,2014,MS,University of Texas Austinh,30/211,0.65,0.975,3.5,0.8,109,Rej
CS,Fall,2014,MS,University of Texas Austinh,30/211,,,,0.775,85,AD
CS,Fall,2016,MS,University of Texas Austinh,,,,,0.775,,Rej
CS,Fall,2016,MS,University of Texas Austinh,,,,,0.625,,Rej
CS,Fall,2014,MS,University of Texas Austinh,,,,,0.6,,Rej
CS,Fall,2016,MS,University of Texas Austinh,,,,,,,AD
CS,Fall,2016,PhD,University of Texas Austinh,30/211,0.75,0.75,2,,99,AD
CS,Fall,2014,PhD,University of Texas Austinh,,0.5,1,3,0.875,103,AD
CS,Fall,2013,MS,University of Texas Austinh,,,,,,,AD
Mech,Fall,2013,PhD,University of Texas Austinh,,0.75,0.75,3.5,,106,AD
CS,Fall,2013,MS,University of Texas Austinh,15/211,0.425,0.85,2.5,0.85,102,Rej
CS,Fall,2015,MS,University of Texas Austinh,,,,,0.825,,AD
Chem,Fall,2015,PhD,University of Texas Austinh,,,,,,,AD
CS,Fall,2015,MS,University of Texas Austinh,,,,,,,AD
CS,Fall,2015,MS,University of Texas Austinh,,,,,,,Rej
CS,Fall,2015,PhD,University of Texas Austinh,,0.625,1,3.5,0.9,108,Rej
CS,Fall,2015,MS,University of Texas Austinh,,,,,0.85,,Rej
Mech,Fall,2012,PhD,University of Texas Austinh,15/211,0.875,0.625,3.5,,98,AD
Civil,Fall,2012,MS,University of Texas Austinh,,,,,,,AD
CS,Fall,2015,MS,University of Texas Austinh,,,,,,,AD
Math,Fall,2015,MS,University of Texas Austinh,,,,,,,AD
Civil,Fall,2014,PhD,University of Texas Austinh,,,,,,,AD
CS,Fall,2014,MS,University of Texas Austinh,30/211,0.6,0.925,3,,102,AD
CS,Fall,2014,MS,University of Texas Austinh,15/211,0.7,0.7,3,,89,AD
CS,Fall,2013,MS,University of Texas Austinh,15/211,0.45,0.9,3,,100,AD
CS,Fall,2013,MS,University of Texas Austinh,,,,,0.775,,AD
CS,Fall,2016,PhD,University of Texas Austinh,15/211,,,,,,Rej
Mech,Fall,2013,PhD,University of Texas Austinh,30/211,0.375,1,3,0.925,99,AD
CS,Fall,2013,PhD,University of Texas Austinh,,,,,,,AD
Earth/Geo,Fall,2012,PhD,University of Texas Austinh,30/211,0.85,0.55,3.5,0.9,100,Rej
Math,Fall,2015,PhD,University of Texas Austinh,,,,,,,AD
CS,Fall,2016,MS,University of Texas Austinh,,,,,,,AD
CS,Fall,2016,MS,University of Texas Austinh,,,,,0.775,,Rej
CS,Fall,2016,MS,University of Texas Austinh,15/211,,,,,,Rej
CS,Fall,2016,MS,University of Texas Austinh,,,,,,,Rej
CS,Fall,2016,MS,University of Texas Austinh,,0.5,0.95,4,0.85,103,Rej
CS,Fall,2016,MS,University of Texas Austinh,15/211,0.75,0.75,2,,82,Rej
CS,Fall,2016,MS,University of Texas Austinh,30/211,0.75,0.75,0,0.775,95,Rej
EE,Fall,2016,MS,University of Texas Austinh,,,,,0.825,,Rej
CS,Fall,2016,MS,University of Texas Austinh,,,,,,,Rej
CS,Fall,2014,MS,University of Texas Austinh,,,,,0.9,,AD
CS,Fall,2013,MS,University of Texas Austinh,,,,,,,AD
CS,Fall,2014,MS,University of Texas Austinh,,,,,0.8,,AD
Chem,Fall,2014,PhD,University of Texas Austinh,,,,,,,AD
Earth/Geo,Fall,2012,PhD,University of Texas Austinh,,,,,,,AD
Stat/Biostat,Fall,2012,MS,University of Texas Health Science Center at Houston,,,,,,,AD
Bio,Fall,2014,PhD,University of Texas Southwestern Medical Center,15/211,0.825,1,3,0.975,108,AD
EE,Fall,2015,MS,University of Texasokyo,,,,,0.9,,AD
Other,Fall,2015,MS,University of Texasoronto,,,,,0.85,,AD
MIS/DataScience,Fall,2016,MS,University of Texasoronto,15/211,0.575,1,3,0.75,106,AD
Material,Fall,2014,PhD,University of Tokyo,15/211,0.75,0.75,3,0.925,90,AD
Chem,Fall,2016,PhD,University of Tokyo,15/211,,,,0.75,,AD
CS,Fall,2015,PhD,University of Tokyo,,,,,,,AD
CS,Fall,2012,MS,University of Toronto,15/211,0.9,0.625,3,0.89,99,AD
EE,Fall,2014,MS,University of Toronto,15/211,0.45,0.925,3.5,0.9,99,AD
CS,Fall,2012,PhD,University of Toronto,,,,,0.975,,Rej
Financial,Fall,2015,MS,University of Toronto,,,,,0.975,,AD
Financial,Fall,2014,MS,University of Toronto,15/211,0.75,0.75,6,0.925,102,AD
Financial,Fall,2015,MS,University of Toronto,15/211,,,,0.925,106,Rej
CS,Fall,2012,MS,University of Toronto,,,,,0.9,,Rej
CS,Fall,2016,MS,University of Toronto,,,,,0.9,,AD
CS,Fall,2015,MS,University of Toronto,,,,,0.95,,Rej
CS,Fall,2015,PhD,University of Toronto,,,,,,,AD
CS,Fall,2013,MS,University of Toronto,,,,,,,AD
Physics,Fall,2013,PhD,University of Toronto,,,,,0.975,,Rej
CS,Fall,2015,MS,University of Toronto,30/211,0.675,0.675,3,0.875,96,Rej
CS,Fall,2012,MS,University of Toronto,,,,,,,Rej
CS,Fall,2012,MS,University of Toronto,,,,,0.9,,Rej
CS,Fall,2012,MS,University of Toronto,,,,,,,Rej
CS,Fall,2014,MS,University of Toronto,,0.6625,0.6625,3.5,0.975,98,Rej
CS,Fall,2014,MS,University of Toronto,30/211,,,,,,Rej
Financial,Fall,2014,MS,University of Toronto,,,,,0.275,,AD
CS,Fall,2013,MS,University of Toronto,,,,,0.975,,Rej
CS,Fall,2013,MS,University of Toronto,,,,,0.825,,Rej
CS,Fall,2013,MS,University of Toronto,,0.6,0.9,3,,103,Rej
EE,Fall,2012,MS,University of Toronto,,0.975,0.7,4,0.95,109,Rej
Stat/Biostat,Fall,2012,MS,University of Toronto,,,,,0.975,,Rej
Civil,Fall,2014,MS,University of Toronto,,,,,,,AD
EE,Fall,2014,MS,University of Toronto,,,,,,,AD
CS,Fall,2014,PhD,University of Toronto,30/211,0.5,1,3,,97,AD
EE,Fall,2014,MS,University of Toronto,30/211,,,,,,AD
CS,Fall,2013,MS,University of Toronto,,,,,,,AD
CS,Fall,2015,MS,University of Toronto,,,,,,,Rej
CS,Fall,2014,MS,University of Toronto,15/211,0.875,0.875,0,,103,Rej
CS,Fall,2015,MS,University of Toronto,,,,,0.9,101,Rej
EE,Fall,2014,PhD,University of Utah,,,,,0.925,,AD
CS,Fall,2016,MS,University of Utah,,,,,0.9,,AD
CS,Fall,2016,MS,University of Utah,,,,,0.9,,AD
CS,Fall,2016,PhD,University of Utah,,,,,0.875,,Rej
CS,Fall,2015,PhD,University of Utah,,,,,,,AD
Other,Fall,2016,MS,University of Utah,,,,,,,AD
Mech,Fall,2014,PhD,University of Utah,,,,,0.9,,AD
CS,Fall,2015,MS,University of Utah,15/211,0.625,1,3,0.05,102,Rej
EE,Fall,2012,,University of Utah,,,,,,,AD
CS,Fall,2015,MS,University of Utah,,,,,,,AD
CS,Fall,2014,PhD,University of Utah,,,,,0.716666667,,Rej
Physics,Fall,2013,PhD,University of Utah,15/211,0.65,1,3,,95,AD
Math,Fall,2013,MS,University of Utah,,,,,,,Rej
Mech,Fall,2014,PhD,University of Utah,30/211,0.675,1,3,0.875,102,AD
CS,Fall,2014,MS,University of Utah,,,,,,,AD
EE,Fall,2014,MS,University of Utah,,,,,,,AD
Physics,Fall,2016,PhD,University of Utah,,,,,,,AD
CS,Fall,2016,MS,University of Utah,15/211,,,,,,Rej
EE,Fall,2012,MS,University of Vermont,,,,,0.93,,AD
EE,Fall,2013,MS,University of Vermont,15/211,,,,0.91,,Rej
EE,Fall,2015,MS,University of Vermont,,,,,0.86,,Rej
EE,Fall,2016,MS,University of Vermont,15/211,0.7,1,3,0.95,104,AD
EE,Fall,2012,PhD,University of Vermont,30/211,0.55,0.9,3,0.84,97,AD
CS,Fall,2014,PhD,University of Vermont,,0.75,0.75,3,0.81,101,Rej
EE,Fall,2013,MS,University of Vermont,15/211,0.7125,0.7125,3.5,0.9375,95,AD
EE,Fall,2013,MS,University of Vermont,30/211,0.75,0.95,3.5,0.9375,95,AD
EE,Fall,2013,MS,University of Vermont,,,,,0.9375,,AD
Mech,Fall,2014,PhD,University of Vermont,30/211,0.725,0.925,3,0.9125,92,AD
EE,Fall,2014,MS,University of Vermont,30/211,0.55,0.9,3.5,0.8625,107,AD
EE,Fall,2015,MS,University of Vermont,30/211,0.675,1,3.5,0.8375,109,AD
EE,Fall,2015,MS,University of Vermont,15/211,0.525,1,3,0.8125,99,Rej
IEOR,Fall,2016,MS,University of Vermont,,,,,0.825,,AD
Civil,Fall,2014,MS,University of Vermont,30/211,0.75,0.825,3,0.8,87,Rej
Other,Fall,2016,MS,University of Vermont,15/211,0.8375,0.8375,3,0.75,100,Rej
IEOR,Fall,2013,MS,University of Vermont,30/211,0.625,1,3.5,0.75,99,AD
EE,Fall,2013,,University of Vermont,15/211,0.475,0.9,3.5,0.716666667,96,
EE,Fall,2014,MS,University of Vermont,,,,,1,,AD
EE,Fall,2016,MS,University of Vermont,,,,,0.975,,AD
CS,Fall,2013,MS,University of Vermont,,,,,0.975,,AD
Stat/Biostat,Fall,2016,PhD,University of Vermont,30/211,0.75,0.75,2,0.675,86,Rej
IEOR,Fall,2012,MS,University of Vermont,15/211,0.875,0.625,3.5,0.95,106,AD
Bio,Fall,2015,MS,University of Vermont,15/211,0.75,0.75,3,0.95,101,Rej
EE,Fall,2016,MS,University of Vermont,30/211,0.55,1,3.5,0.95,101,AD
Bio,Fall,2016,PhD,University of Vermont,,,,,0.95,,Rej
EE,Fall,2012,MS,University of Vermont,,,,,0.95,,AD
EE,Fall,2012,,University of Vermont,,,,,0.95,,AD
Material,Fall,2012,PhD,University of Vermont,,,,,0.95,,AD
EE,Fall,2015,MS,University of Vermont,,0.5,1,3,0.95,100,Rej
EE,Fall,2015,MS,University of Vermont,,,,,0.95,,AD
Stat/Biostat,Fall,2013,MS,University of Vermont,,,,,0.95,,Rej
EE,Fall,2014,PhD,University of Vermont,,,,,0.925,,AD
Stat/Biostat,Fall,2014,MS,University of Vermont,15/211,0.725,0.95,3,0.925,101,Rej
Material,Fall,2013,PhD,University of Vermont,30/211,0.75,0.75,0,0.925,96,AD
EE,Fall,2013,MS,University of Vermont,30/211,0.825,0.55,2.5,0.875,95,Rej
EE,Fall,2014,PhD,University of Vermont,15/211,0.875,0.575,0,0.925,105,Rej
IEOR,Fall,2016,MS,University of Vermont,,,,,0.925,,AD
Stat/Biostat,Fall,2014,PhD,University of Vermont,,,,,0.925,,Rej
EE,Fall,2015,MS,University of Vermont,,,,,0.925,,AD
EE,Fall,2014,PhD,University of Vermont,15/211,,,,0.875,,Rej
EE,Fall,2016,MS,University of Vermont,,,,,0.9,,AD
Material,Spring,2016,PhD,University of Vermont,,,,,0.9,,AD
EE,Fall,2016,PhD,University of Vermont,30/211,0.75,0.75,2.5,0.9,100,Rej
Envir,Fall,2014,MS,University of Vermont,,,,,0.9,,Rej
EE,Fall,2014,PhD,University of Vermont,,,,,0.9,,Rej
CS,Fall,2014,MS,University of Vermont,,,,,0.9,,Rej
IEOR,Fall,2013,MS,University of Vermont,,,,,0.9,,AD
Bio,Fall,2013,PhD,University of Vermont,,,,,0.9,,Rej
EE,Fall,2013,,University of Vermont,,,,,0.875,,
CS,Fall,2015,MS,University of Vermont,30/211,0.425,0.925,3,0.85,,Rej
EE,Fall,2013,,University of Vermont,15/211,0.85,0.575,0,0.875,93,
Other,Fall,2013,MS,University of Vermont,,,,,0.875,,Rej
Stat/Biostat,Fall,2013,PhD,University of Vermont,,,,,0.875,,Rej
CS,Fall,2014,MS,University of Vermont,30/211,0.475,0.8,3,0.85,98,Rej
Mech,Fall,2012,PhD,University of Vermont,,,,,0.85,,Rej
MIS/DataScience,Fall,2015,MS,University of Vermont,30/211,,,,0.85,101,Rej
EE,Fall,2015,MS,University of Vermont,,,,,0.85,,AD
CS,Fall,2016,MS,University of Vermont,15/211,0.625,1,4,0.825,106,AD
CS,Spring,2014,MS,University of Vermont,,,,,0.825,,Rej
IEOR,Fall,2013,MS,University of Vermont,30/211,0.8,0.525,3,0.8,97,AD
EE,Fall,2015,PhD,University of Vermont,30/211,0.625,0.625,6,0.75,,AD
Stat/Biostat,Fall,2015,MS,University of Vermont,,,,,0.675,,Rej
CS,Fall,2014,,University of Vermont,,,,,0.575,,
IEOR,Fall,2014,MS,University of Vermont,15/211,0.825,0.825,4,0.225,106,AD
CS,Fall,2014,MS,University of Vermont,,,,,0.175,,Rej
ECE,Fall,2013,PhD,University of Vermont,,,,,0.125,,AD
EE,Fall,2013,PhD,University of Vermont,30/211,0.4,1,3,0.125,94,AD
CS,Fall,2014,PhD,University of Vermont,,,,,0.025,,AD
EE,Fall,2014,MS,University of Vermont,,,,,0.775,,Rej
CS,Fall,2015,MS,University of Vermont,15/211,0.8125,0.8125,3.5,0.98,102,Rej
CS,Fall,2015,MS,University of Vermont,30/211,0.7625,0.7625,3,,100,Rej
CS,Fall,2015,PhD,University of Vermont,,,,,,,Rej
CS,Fall,2015,,University of Vermont,,,,,0.9,,
CS,Fall,2015,MS,University of Vermont,15/211,0.725,1,4,,104,Rej
CS,Fall,2015,MS,University of Vermont,30/211,,,,0.925,101,Rej
CS,Fall,2015,PhD,University of Vermont,15/211,,,,,,AD
CS,Fall,2015,MS,University of Vermont,,,,,,,AD
CS,Fall,2015,MS,University of Vermont,,,,,0.9,,AD
CS,Fall,2016,MS,University of Vermont,,,,,,,Rej
Stat/Biostat,Fall,2016,PhD,University of Vermont,,,,,0.9,,Rej
CS,Fall,2016,MS,University of Vermont,,,,,0.925,,AD
Stat/Biostat,Fall,2016,PhD,University of Vermont,,,,,,,AD
Stat/Biostat,Fall,2016,PhD,University of Vermont,,,,,,,Rej
Stat/Biostat,Fall,2015,PhD,University of Vermont,,,,,,,AD
EE,Spring,2016,MS,University of Vermont,,,,,0.95,,Rej
Mech,Fall,2015,MS,University of Vermont,,,,,,,Rej
CS,Fall,2015,MS,University of Vermont,,,,,,,AD
CS,Fall,2014,MS,University of Vermont,,,,,0.86,,Rej
CS,Fall,2014,MS,University of Vermont,,,,,0.93,,Rej
CS,Fall,2014,MS,University of Vermont,,,,,0.8,,Rej
