user	url	gpa	Semester	Year	degree	acceptance	university	majors	G	T	top
KimiZJ	http://www.1point3acres.com/bbs/thread-91200-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
zkh1991	http://www.1point3acres.com/bbs/thread-85540-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Material			15/211
xjhcwj	http://www.1point3acres.com/bbs/thread-91222-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			30/211
lvxiuyuan90	http://www.1point3acres.com/bbs/thread-91516-1-1.html	3.7	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
Aaron_Zhao	http://www.1point3acres.com/bbs/thread-91478-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
leexinfzz	http://www.1point3acres.com/bbs/thread-91512-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
alljaz	http://www.1point3acres.com/bbs/thread-91213-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
????	http://www.1point3acres.com/bbs/thread-91490-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
RainowMao	http://www.1point3acres.com/bbs/thread-91307-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	EE			
shijbian	http://www.1point3acres.com/bbs/thread-91416-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
?Y?	http://www.1point3acres.com/bbs/thread-90765-1-1.html	3.9	Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
?????	http://www.1point3acres.com/bbs/thread-91202-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			15/211
9.72889093E8	http://www.1point3acres.com/bbs/thread-91349-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
meetweek	http://www.1point3acres.com/bbs/thread-91345-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			30/211
pdd613	http://www.1point3acres.com/bbs/thread-91247-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	EE, EE			
syusuke1103	http://www.1point3acres.com/bbs/thread-91050-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
D-rabbit	http://www.1point3acres.com/bbs/thread-91284-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
carter13466	http://www.1point3acres.com/bbs/thread-91194-1-1.html	3.6	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE, EE, UT-Austin, EE			
???	http://www.1point3acres.com/bbs/thread-91226-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
fly-higher	http://www.1point3acres.com/bbs/thread-90750-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
xero	http://www.1point3acres.com/bbs/thread-91259-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
xgshr	http://www.1point3acres.com/bbs/thread-91258-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE, EE	320+3.0	100(23)	15/211
luoweiyueming	http://www.1point3acres.com/bbs/thread-91255-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
xiadao	http://www.1point3acres.com/bbs/thread-91252-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	EE			
snaeagle	http://www.1point3acres.com/bbs/thread-91249-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
??????	http://www.1point3acres.com/bbs/thread-91238-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
KateDream	http://www.1point3acres.com/bbs/thread-91245-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	EE			
Chandler	http://www.1point3acres.com/bbs/thread-91244-1-1.html	4.0	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	CE			
Keelung	http://www.1point3acres.com/bbs/thread-91220-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
yyoung	http://www.1point3acres.com/bbs/thread-91241-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
1peter	http://www.1point3acres.com/bbs/thread-91240-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
ssss.sabrina	http://www.1point3acres.com/bbs/thread-90692-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
SueHoa	http://www.1point3acres.com/bbs/thread-91210-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
NEO_FISH	http://www.1point3acres.com/bbs/thread-91237-1-1.html	3.1	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE, EE			
Arien	http://www.1point3acres.com/bbs/thread-91228-1-1.html	8.5	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE	157+167+3	106(23)	30/211
icyilo	http://www.1point3acres.com/bbs/thread-91227-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
woyaobeidanci	http://www.1point3acres.com/bbs/thread-91201-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
lvlingsheng	http://www.1point3acres.com/bbs/thread-91204-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
lyt1834	http://www.1point3acres.com/bbs/thread-91211-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	EE			
??	http://www.1point3acres.com/bbs/thread-91199-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
sherryys	http://www.1point3acres.com/bbs/thread-91179-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
peter_jun	http://www.1point3acres.com/bbs/thread-91191-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	EE			
jzc007	http://www.1point3acres.com/bbs/thread-88081-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
perlin	http://www.1point3acres.com/bbs/thread-90734-1-1.html	3.6	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, Stat	154+170	110(S26)	30/211
betterivy	http://www.1point3acres.com/bbs/thread-90914-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
suyanguestc	http://www.1point3acres.com/bbs/thread-90414-1-1.html	3.8	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	CS			30/211
zlfh0507	http://www.1point3acres.com/bbs/thread-90696-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			30/211
?????	http://www.1point3acres.com/bbs/thread-90740-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE, EE			
??????	http://www.1point3acres.com/bbs/thread-90973-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
ComboZhc	http://www.1point3acres.com/bbs/thread-90797-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
lyb342	http://www.1point3acres.com/bbs/thread-90863-1-1.html	3.6	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat	320	105	30/211
EasternStar	http://www.1point3acres.com/bbs/thread-90884-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS, CS			15/211
relief	http://www.1point3acres.com/bbs/thread-90883-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
????	http://www.1point3acres.com/bbs/thread-90872-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
wilsonwang1119	http://www.1point3acres.com/bbs/thread-90540-1-1.html	3.7	Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE, EE			
AlexandraVon	http://www.1point3acres.com/bbs/thread-90802-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	CS			
????	http://www.1point3acres.com/bbs/thread-90732-1-1.html	3.8	Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
lion1992	http://www.1point3acres.com/bbs/thread-90667-1-1.html	6.2	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
lion1992	http://www.1point3acres.com/bbs/thread-90667-1-1.html	6.2	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
pikachu	http://www.1point3acres.com/bbs/thread-90695-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, stat			
????	http://www.1point3acres.com/bbs/thread-90790-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
?????	http://www.1point3acres.com/bbs/thread-90816-1-1.html	3.8	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
??????	http://www.1point3acres.com/bbs/thread-90666-1-1.html	3.5	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, stat			
aclairelee	http://www.1point3acres.com/bbs/thread-90808-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Chem/CEng			
desmile	http://www.1point3acres.com/bbs/thread-90092-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
????	http://www.1point3acres.com/bbs/thread-90747-1-1.html	3.7	Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
Pharika	http://www.1point3acres.com/bbs/thread-90758-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
simonybw	http://www.1point3acres.com/bbs/thread-90549-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	ME			
btkangyu	http://www.1point3acres.com/bbs/thread-90220-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	ME			
????	http://www.1point3acres.com/bbs/thread-90674-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat	327+3.0	109	15/211
donnice	http://www.1point3acres.com/bbs/thread-90657-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Chem/CEng			
shtim	http://www.1point3acres.com/bbs/thread-90655-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			
pete	http://www.1point3acres.com/bbs/thread-90665-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, stat			
dennis_szsy	http://www.1point3acres.com/bbs/thread-90660-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, stat	???	???	15/211
jasonding92	http://www.1point3acres.com/bbs/thread-90653-1-1.html	3.5	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat	327	108	15/211
grace910404	http://www.1point3acres.com/bbs/thread-90661-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, stat			15/211
GAKKI	http://www.1point3acres.com/bbs/thread-90656-1-1.html	4.0	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat			30/211
Jetblue@	http://www.1point3acres.com/bbs/thread-90095-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			15/211
steven_l	http://www.1point3acres.com/bbs/thread-90569-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
Wrath	http://www.1point3acres.com/bbs/thread-88608-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
????	http://www.1point3acres.com/bbs/thread-90149-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
jalapao	http://www.1point3acres.com/bbs/thread-90157-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			30/211
Shirleyyuan	http://www.1point3acres.com/bbs/thread-90191-1-1.html		Fall	2014.0	MS	WaitingList	'University of California, Los Angeles'	MFE/Fin/FinMath			
xingyejun	http://www.1point3acres.com/bbs/thread-90079-1-1.html	7.6	Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS	312	96	30/211
yao9208	http://www.1point3acres.com/bbs/thread-90106-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS	156+165+3	104(22)	30/211
15pin	http://www.1point3acres.com/bbs/thread-90067-1-1.html		Fall	2014.0	MS	WaitingList	'University of California, Los Angeles'	MFE/Fin/FinMath			30/211
Cosmonaut	http://www.1point3acres.com/bbs/thread-90109-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Other, Aerospace Engineering			
immzz	http://www.1point3acres.com/bbs/thread-90096-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
parasitew	http://www.1point3acres.com/bbs/thread-90074-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			15/211
bazingawang	http://www.1point3acres.com/bbs/thread-89701-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	ME			
ryb	http://www.1point3acres.com/bbs/thread-89322-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS, CS			
violintime	http://www.1point3acres.com/bbs/thread-89333-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	Math/AppliedMath			
sabrina_do	http://www.1point3acres.com/bbs/thread-89716-1-1.html		Fall	2014.0	PhD	AD	'University of California, Los Angeles'	ME			
superkx	http://www.1point3acres.com/bbs/thread-89695-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	ME			15/211
ustcliuc	http://www.1point3acres.com/bbs/thread-89461-1-1.html	3.9	Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			
ac1503	http://www.1point3acres.com/bbs/thread-89505-1-1.html	3.3	Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Stat/Biostat, Biostats 	162 170 4.0	108	30/211
Alec	http://www.1point3acres.com/bbs/thread-89486-1-1.html		Fall	2014.0	PhD	Offer	'University of California, Los Angeles'	EE			
gwrgzs	http://www.1point3acres.com/bbs/thread-89262-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
ammada2014	http://www.1point3acres.com/bbs/thread-89266-1-1.html	3.2	Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	Stat/Biostat, Biostat			
daniel???	http://www.1point3acres.com/bbs/thread-89091-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			
shanyun	http://www.1point3acres.com/bbs/thread-89076-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			15/211
appleappl	http://www.1point3acres.com/bbs/thread-88916-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
cgy63	http://www.1point3acres.com/bbs/thread-88616-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
Fantasyzcm	http://www.1point3acres.com/bbs/thread-88490-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	Material			15/211
lxr	http://www.1point3acres.com/bbs/thread-88606-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
lseat	http://www.1point3acres.com/bbs/thread-88559-1-1.html	1.0	Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
ssss.sabrina	http://www.1point3acres.com/bbs/thread-88395-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
talenthyc	http://www.1point3acres.com/bbs/thread-87995-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
jmnjmnjmn	http://www.1point3acres.com/bbs/thread-88209-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE, EE			
rhw1991828	http://www.1point3acres.com/bbs/thread-87779-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	Material			30/211
??????	http://www.1point3acres.com/bbs/thread-87731-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	MIS			
gringotts	http://www.1point3acres.com/bbs/thread-87958-1-1.html		Fall	2014.0	MS	Rej	'University of California, Los Angeles'	MIS			
housy	http://www.1point3acres.com/bbs/thread-87863-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
KathyL	http://www.1point3acres.com/bbs/thread-87730-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	CS			
tommyvan	http://www.1point3acres.com/bbs/thread-87572-1-1.html	3.8	Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE, EE			
bsaby	http://www.1point3acres.com/bbs/thread-86984-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	Stat/Biostat			
qingshan412	http://www.1point3acres.com/bbs/thread-85283-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			
suncyqq	http://www.1point3acres.com/bbs/thread-86691-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			15/211
champguo	http://www.1point3acres.com/bbs/thread-86612-1-1.html		Fall	2014.0	PhD	AD	'University of California, Los Angeles'	Bio, Bioengineering			15/211
????	http://www.1point3acres.com/bbs/thread-86235-1-1.html		Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			30/211
Infmount	http://www.1point3acres.com/bbs/thread-82090-1-1.html		Fall	2014.0	PhD	Offer	'University of California, Los Angeles'	CS	610+800+3		15/211
cloverwang	http://www.1point3acres.com/bbs/thread-85963-1-1.html	3.8	Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	Material	156+170+3.5	110	30/211
???	http://www.1point3acres.com/bbs/thread-85863-1-1.html		Fall	2014.0	MS	AD	'University of California, Los Angeles'	EE			
samuel0301	http://www.1point3acres.com/bbs/thread-85274-1-1.html	3.7	Fall	2014.0	PhD	Rej	'University of California, Los Angeles'	CS			30/211
ooqqoo2009	http://www.1point3acres.com/bbs/thread-59242-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			
qinge	http://www.1point3acres.com/bbs/thread-59132-1-1.html		Fall	2013.0	MS	AD	'University of California, Los Angeles'	CS, cs			
hiteewys	http://www.1point3acres.com/bbs/thread-59186-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			15/211
danmi0304	http://www.1point3acres.com/bbs/thread-59206-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			
jettacifyh	http://www.1point3acres.com/bbs/thread-59230-1-1.html	3.5	Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE	1350(3.5)	110(24)	30/211
vivid36	http://www.1point3acres.com/bbs/thread-59220-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			
??	http://www.1point3acres.com/bbs/thread-59174-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE	156+169, 3.0	97	30/211
edussx	http://www.1point3acres.com/bbs/thread-59129-1-1.html		Fall	2013.0	MS	AD	'University of California, Los Angeles'	CS			
haoc	http://www.1point3acres.com/bbs/thread-59179-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			
helloeve	http://www.1point3acres.com/bbs/thread-59124-1-1.html		Fall	2013.0	MS	AD	'University of California, Los Angeles'	CS			
tcyl111	http://www.1point3acres.com/bbs/thread-59207-1-1.html	3.8	Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE, EE	1400+3.5	102?23?	30/211
1w2w3y	http://www.1point3acres.com/bbs/thread-59200-1-1.html		Fall	2013.0	MS	Rej	'University of California, Los Angeles'	EE			
